"KundenadressePLZ","Ort","Land","Sum(Totalbetrag)","adresse","coordinate","latitude","longitude"
2610,"Mont-Soleil","Schweiz",5705.150000000001,"2610 Mont-Soleil, Schweiz","47.16529999999999 6.988869999999999",47.16529999999999,6.988869999999999
2612,"Cormoret","Schweiz",329.65,"2612 Cormoret, Schweiz","47.16884719999999 7.046197599999999",47.16884719999999,7.046197599999999
2613,"Villeret","Schweiz",240.10000000000002,"2613 Villeret, Schweiz","47.1502579 7.029861299999999",47.1502579,7.029861299999999
2615,"Montagne-de-Sonvilier","Schweiz",1532.3500000000001,"2615 Montagne-de-Sonvilier, Schweiz","47.12639 6.96101",47.12639,6.96101
2616,"La Cibourg","Schweiz",558.05,"2616 La Cibourg, Schweiz","47.1203448 6.8934495",47.1203448,6.8934495
2710,"Tavannes","Schweiz",3578.8999999999996,"2710 Tavannes, Schweiz","47.2188429 7.188125899999999",47.2188429,7.188125899999999
2712,"Le Fuet","Schweiz",687.7,"2712 Le Fuet, Schweiz","47.2433 7.181579999999999",47.2433,7.181579999999999
2713,"Bellelay","Schweiz",199.0,"2713 Bellelay, Schweiz","47.2631028 7.1674959",47.2631028,7.1674959
2714,"Le Prédame","Schweiz",565.8499999999999,"2714 Le Prédame, Schweiz","47.2565436 7.107951799999999",47.2565436,7.107951799999999
2716,"Sornetan","Schweiz",59.0,"2716 Sornetan, Schweiz","47.2734841 7.2167327",47.2734841,7.2167327
2717,"Fornet-Dessous","Schweiz",8.95,"2717 Fornet-Dessous, Schweiz","47.28034 7.17313",47.28034,7.17313
2720,"La Tanne","Schweiz",17461.90000000001,"2720 La Tanne, Schweiz","47.2201167 7.158041099999999",47.2201167,7.158041099999999
2722,"Les Reussilles","Schweiz",528.7,"2722 Les Reussilles, Schweiz","47.2245238 7.0836992",47.2245238,7.0836992
2723,"Mont-Tramelan","Schweiz",229.0,"2723 Mont-Tramelan, Schweiz","47.2082457 7.049309099999999",47.2082457,7.049309099999999
2732,"Saicourt","Schweiz",4423.449999999999,"2732 Saicourt, Schweiz","47.2359631 7.2278627",47.2359631,7.2278627
2733,"Pontenet","Schweiz",998.5,"2733 Pontenet, Schweiz","47.2463812 7.257093200000001",47.2463812,7.257093200000001
2735,"Bévilard","Schweiz",22543.24999999997,"2735 Bévilard, Schweiz","47.23717 7.2866",47.23717,7.2866
2736,"Sorvilier","Schweiz",169.5,"2736 Sorvilier, Schweiz","47.2307893 7.309238499999999",47.2307893,7.309238499999999
2738,"Court","Schweiz",2806.7,"2738 Court, Schweiz","47.2419118 7.365353599999999",47.2419118,7.365353599999999
2740,"Moutier","Schweiz",7604.049999999996,"2740 Moutier, Schweiz","47.2782749 7.371665600000001",47.2782749,7.371665600000001
2742,"Perrefitte","Schweiz",101.75,"2742 Perrefitte, Schweiz","47.2790905 7.321678599999999",47.2790905,7.321678599999999
2743,"Eschert","Schweiz",49.9,"2743 Eschert, Schweiz","47.2634194 7.412422800000001",47.2634194,7.412422800000001
2744,"Belprahon","Schweiz",1584.3999999999996,"2744 Belprahon, Schweiz","47.28417830000001 7.4048428",47.28417830000001,7.4048428
2745,"Grandval","Schweiz",352.2,"2745 Grandval, Schweiz","47.28458800000001 7.4268521",47.28458800000001,7.4268521
2746,"Crémines","Schweiz",65.25,"2746 Crémines, Schweiz","47.2908859 7.443342599999998",47.2908859,7.443342599999998
2748,"Souboz","Schweiz",59.85,"2748 Souboz, Schweiz","47.2740298 7.2431239",47.2740298,7.2431239
2800,"Delémont","Schweiz",9736.249999999995,"2800 Delémont, Schweiz","47.3668919 7.3324722",47.3668919,7.3324722
2802,"Develier","Schweiz",407.95000000000005,"2802 Develier, Schweiz","47.3581278 7.2962254",47.3581278,7.2962254
2803,"Bourrignon","Schweiz",5927.800000000002,"2803 Bourrignon, Schweiz","47.3914753 7.255676999999999",47.3914753,7.255676999999999
2805,"Soyhières","Schweiz",91.5,"2805 Soyhières, Schweiz","47.3904978 7.3690995",47.3904978,7.3690995
2807,"Lucelle","Schweiz",743.0,"2807 Lucelle, Schweiz","47.41999 7.24461",47.41999,7.24461
2812,"Movelier","Schweiz",4486.900000000001,"2812 Movelier, Schweiz","47.406379 7.330784299999999",47.406379,7.330784299999999
2814,"Roggenburg","Schweiz",149.65,"2814 Roggenburg, Schweiz","47.4235003 7.370915299999999",47.4235003,7.370915299999999
2822,"Courroux","Schweiz",1890.3,"2822 Courroux, Schweiz","47.3743184 7.370044999999999",47.3743184,7.370044999999999
2823,"Courcelon","Schweiz",349.0,"2823 Courcelon, Schweiz","47.36273019999999 7.393001900000001",47.36273019999999,7.393001900000001
2824,"Vicques","Schweiz",608.6500000000001,"2824 Vicques, Schweiz","47.3485514 7.4110656",47.3485514,7.4110656
2825,"Courchapoix","Schweiz",105.7,"2825 Courchapoix, Schweiz","47.3470497 7.449156500000001",47.3470497,7.449156500000001
2826,"Corban","Schweiz",360.8,"2826 Corban, Schweiz","47.357806 7.4728131",47.357806,7.4728131
2827,"Schelten","Schweiz",218.05,"2827 Schelten, Schweiz","47.335945 7.551778499999999",47.335945,7.551778499999999
2828,"Montsevelier","Schweiz",493.59999999999997,"2828 Montsevelier, Schweiz","47.3651787 7.5104985",47.3651787,7.5104985
2829,"Vermes","Schweiz",401.0,"2829 Vermes, Schweiz","47.3175917 7.4860221",47.3175917,7.4860221
2830,"Vellerat","Schweiz",2696.55,"2830 Vellerat, Schweiz","47.31919389999999 7.3705712",47.31919389999999,7.3705712
2832,"Rebeuvelier","Schweiz",299.0,"2832 Rebeuvelier, Schweiz","47.3221627 7.4158902",47.3221627,7.4158902
2842,"Rossemaison","Schweiz",1069.85,"2842 Rossemaison, Schweiz","47.3441785 7.3414464",47.3441785,7.3414464
2843,"Châtillon JU","Schweiz",39.6,"2843 Châtillon JU, Schweiz","47.3266859 7.3458242",47.3266859,7.3458242
2852,"Courtételle","Schweiz",4832.800000000001,"2852 Courtételle, Schweiz","47.3410478 7.317834",47.3410478,7.317834
2853,"Courfaivre","Schweiz",7524.649999999996,"2853 Courfaivre, Schweiz","47.3311613 7.2758243",47.3311613,7.2758243
2854,"Bassecourt","Schweiz",4153.799999999998,"2854 Bassecourt, Schweiz","47.3389072 7.2427009",47.3389072,7.2427009
2855,"Glovelier","Schweiz",1369.45,"2855 Glovelier, Schweiz","47.3273761 7.1801473",47.3273761,7.1801473
2856,"Boécourt","Schweiz",4362.5,"2856 Boécourt, Schweiz","47.3549499 7.210804599999999",47.3549499,7.210804599999999
2857,"Montavon","Schweiz",83.7,"2857 Montavon, Schweiz","47.37308030000001 7.2357007",47.37308030000001,7.2357007
2863,"Undervelier","Schweiz",707.9,"2863 Undervelier, Schweiz","47.3050936 7.221810700000001",47.3050936,7.221810700000001
2864,"Soulce","Schweiz",94.9,"2864 Soulce, Schweiz","47.3006585 7.2916965",47.3006585,7.2916965
2882,"St-Ursanne","Schweiz",907.9999999999999,"2882 St-Ursanne, Schweiz","47.3593361 7.140891099999999",47.3593361,7.140891099999999
2900,"Porrentruy","Schweiz",3645.3500000000004,"2900 Porrentruy, Schweiz","47.4225539 7.0738802",47.4225539,7.0738802
2902,"Fontenais","Schweiz",2268.4,"2902 Fontenais, Schweiz","47.4022014 7.0803088",47.4022014,7.0803088
2904,"Bressaucourt","Schweiz",606.95,"2904 Bressaucourt, Schweiz","47.3852083 7.040948999999999",47.3852083,7.040948999999999
2905,"Courtedoux","Schweiz",756.75,"2905 Courtedoux, Schweiz","47.4157266 7.0248678",47.4157266,7.0248678
2906,"Chevenez","Schweiz",229.0,"2906 Chevenez, Schweiz","47.3915866 6.9988494",47.3915866,6.9988494
2907,"Rocourt","Schweiz",159.8,"2907 Rocourt, Schweiz","47.3875889 6.961843399999999",47.3875889,6.961843399999999
2908,"Grandfontaine","Schweiz",516.85,"2908 Grandfontaine, Schweiz","47.39160099999999 6.936286",47.39160099999999,6.936286
2915,"Bure","Schweiz",3037.2,"2915 Bure, Schweiz","47.4372693 6.994716299999999",47.4372693,6.994716299999999
2916,"Fahy","Schweiz",153.2,"2916 Fahy, Schweiz","47.4180013 6.9502286",47.4180013,6.9502286
2922,"Courchavon","Schweiz",26.9,"2922 Courchavon, Schweiz","47.434411 7.0413223",47.434411,7.0413223
2923,"Courtemaîche","Schweiz",1194.2,"2923 Courtemaîche, Schweiz","47.4595353 7.0474127",47.4595353,7.0474127
2924,"Montignez","Schweiz",1234.5,"2924 Montignez, Schweiz","47.48222149999999 7.0650415",47.48222149999999,7.0650415
2926,"Boncourt","Schweiz",2152.15,"2926 Boncourt, Schweiz","47.48580930000001 7.006681500000001",47.48580930000001,7.006681500000001
2932,"Coeuve","Schweiz",1141.8,"2932 Coeuve, Schweiz","47.4509349 7.092803",47.4509349,7.092803
2933,"Damphreux","Schweiz",1102.2,"2933 Damphreux, Schweiz","47.4762126 7.1027456",47.4762126,7.1027456
2935,"Beurnevésin","Schweiz",1424.15,"2935 Beurnevésin, Schweiz","47.4901901 7.135262399999999",47.4901901,7.135262399999999
2942,"Alle","Schweiz",3083.849999999999,"2942 Alle, Schweiz","47.4293583 7.1229551",47.4293583,7.1229551
2943,"Vendlincourt","Schweiz",2391.7499999999995,"2943 Vendlincourt, Schweiz","47.4473013 7.151179200000001",47.4473013,7.151179200000001
2944,"Bonfol","Schweiz",2486.6,"2944 Bonfol, Schweiz","47.4764122 7.1585147",47.4764122,7.1585147
2946,"Miécourt","Schweiz",6627.799999999999,"2946 Miécourt, Schweiz","47.4361394 7.172092399999999",47.4361394,7.172092399999999
2947,"Charmoille","Schweiz",85.8,"2947 Charmoille, Schweiz","47.4235044 7.2163615",47.4235044,7.2163615
2950,"Courtemautruy","Schweiz",17764.849999999984,"2950 Courtemautruy, Schweiz","47.394167 7.139167",47.394167,7.139167
2952,"Cornol","Schweiz",573.8,"2952 Cornol, Schweiz","47.4070106 7.1617073",47.4070106,7.1617073
2953,"Fregiécourt","Schweiz",190.3,"2953 Fregiécourt, Schweiz","47.4125399 7.197697600000001",47.4125399,7.197697600000001
3000,"Bern","Schweiz",459.79999999999995,"3000 Bern, Schweiz","46.9479739 7.4474468",46.9479739,7.4474468
3001,,,4849.8,,,,
3003,,,5298.75,,,,
3004,"Bern","Schweiz",3690.9000000000015,"3004 Bern, Schweiz","46.9743434 7.4519609",46.9743434,7.4519609
3005,"Bern","Schweiz",2107.4500000000003,"3005 Bern, Schweiz","46.940366 7.4489326",46.940366,7.4489326
3006,"Bern","Schweiz",19565.650000000005,"3006 Bern, Schweiz","46.9462427 7.4710474",46.9462427,7.4710474
3007,"Bern","Schweiz",21325.150000000038,"3007 Bern, Schweiz","46.9363205 7.436123499999999",46.9363205,7.436123499999999
3008,"Bern","Schweiz",14355.85000000001,"3008 Bern, Schweiz","46.942621 7.414277599999998",46.942621,7.414277599999998
3010,"Bern","Schweiz",831.2,"3010 Bern, Schweiz","46.9475044 7.423628000000001",46.9475044,7.423628000000001
3011,"Bern","Schweiz",6475.649999999997,"3011 Bern, Schweiz","46.94923499999999 7.443910799999999",46.94923499999999,7.443910799999999
3012,"Bern","Schweiz",20676.05000000001,"3012 Bern, Schweiz","46.9588575 7.427328599999999",46.9588575,7.427328599999999
3013,"Bern","Schweiz",9701.500000000007,"3013 Bern, Schweiz","46.9551403 7.446927199999999",46.9551403,7.446927199999999
3014,"Bern","Schweiz",42506.24999999999,"3014 Bern, Schweiz","46.9639862 7.461007299999999",46.9639862,7.461007299999999
3015,"Bern","Schweiz",1270.25,"3015 Bern, Schweiz","46.939204 7.4853647",46.939204,7.4853647
3018,"Bern","Schweiz",43345.649999999994,"3018 Bern, Schweiz","46.9400266 7.390333200000001",46.9400266,7.390333200000001
3019,"Bern","Schweiz",1813.4500000000003,"3019 Bern, Schweiz","46.9323251 7.347063",46.9323251,7.347063
3020,"Bern","Schweiz",567.3,"3020 Bern, Schweiz","46.9367603 7.315971",46.9367603,7.315971
3027,"Bern","Schweiz",12684.100000000004,"3027 Bern, Schweiz","46.9522511 7.378622",46.9522511,7.378622
3030,,,338.35,,,,
3032,"Hinterkappelen","Schweiz",3698.6,"3032 Hinterkappelen, Schweiz","46.9692427 7.380097900000001",46.9692427,7.380097900000001
3033,"Wohlen b. Bern","Schweiz",3530.1499999999996,"3033 Wohlen b. Bern, Schweiz","46.9736918 7.348957200000001",46.9736918,7.348957200000001
3034,"Murzelen","Schweiz",66.25,"3034 Murzelen, Schweiz","46.98173999999999 7.314669999999999",46.98173999999999,7.314669999999999
3036,"Detligen","Schweiz",4750.6500000000015,"3036 Detligen, Schweiz","47.0216132 7.2724685",47.0216132,7.2724685
3037,"Herrenschwanden","Schweiz",2781.25,"3037 Herrenschwanden, Schweiz","46.9782263 7.417784500000001",46.9782263,7.417784500000001
3038,"Kirchlindach","Schweiz",2870.100000000001,"3038 Kirchlindach, Schweiz","46.99878020000001 7.414235100000001",46.99878020000001,7.414235100000001
3042,"Ortschwaben","Schweiz",915.85,"3042 Ortschwaben, Schweiz","46.9936184 7.399657700000001",46.9936184,7.399657700000001
3043,"Uettligen","Schweiz",4555.699999999999,"3043 Uettligen, Schweiz","46.9872635 7.3856989",46.9872635,7.3856989
3044,"Innerberg","Schweiz",1328.05,"3044 Innerberg, Schweiz","46.9961738 7.306361999999999",46.9961738,7.306361999999999
3045,"Meikirch","Schweiz",41405.39999999993,"3045 Meikirch, Schweiz","47.0095483 7.3641994",47.0095483,7.3641994
3046,"Wahlendorf","Schweiz",120.25,"3046 Wahlendorf, Schweiz","47.00402 7.336589999999999",47.00402,7.336589999999999
3047,"Bremgarten b. Bern","Schweiz",6677.400000000003,"3047 Bremgarten b. Bern, Schweiz","46.9802762 7.435868999999999",46.9802762,7.435868999999999
3048,"Worblaufen","Schweiz",2392.2999999999997,"3048 Worblaufen, Schweiz","46.9796847 7.4636587",46.9796847,7.4636587
3049,"Säriswil","Schweiz",2453.6499999999996,"3049 Säriswil, Schweiz","46.9920371 7.336025299999999",46.9920371,7.336025299999999
3050,,,594.0,,,,
3052,"Zollikofen","Schweiz",11043.849999999988,"3052 Zollikofen, Schweiz","46.9982563 7.4513399",46.9982563,7.4513399
3053,"Deisswil b. Münchenbuchsee","Schweiz",16531.44999999999,"3053 Deisswil b. Münchenbuchsee, Schweiz","47.0344955 7.4557248",47.0344955,7.4557248
3054,"Schüpfen","Schweiz",14660.249999999996,"3054 Schüpfen, Schweiz","47.030614 7.375456199999999",47.030614,7.375456199999999
3063,"Ittigen","Schweiz",10244.799999999996,"3063 Ittigen, Schweiz","46.9824346 7.4776246",46.9824346,7.4776246
3065,"Bolligen","Schweiz",11901.150000000007,"3065 Bolligen, Schweiz","46.9831271 7.504305299999999",46.9831271,7.504305299999999
3066,"Stettlen","Schweiz",3608.3500000000004,"3066 Stettlen, Schweiz","46.9712377 7.5365043",46.9712377,7.5365043
3067,"Boll","Schweiz",2907.8,"3067 Boll, Schweiz","46.9541076 7.548669899999998",46.9541076,7.548669899999998
3068,"Utzigen","Schweiz",2182.1000000000004,"3068 Utzigen, Schweiz","46.9470299 7.5614952",46.9470299,7.5614952
3072,"Ostermundigen","Schweiz",30322.95000000003,"3072 Ostermundigen, Schweiz","46.9543249 7.4967031",46.9543249,7.4967031
3073,"Gümligen","Schweiz",10724.05,"3073 Gümligen, Schweiz","46.9336127 7.5147658",46.9336127,7.5147658
3074,"Muri b. Bern","Schweiz",8412.15,"3074 Muri b. Bern, Schweiz","46.9297063 7.486686799999999",46.9297063,7.486686799999999
3075,"Rüfenacht BE","Schweiz",2022.1,"3075 Rüfenacht BE, Schweiz","46.92968 7.53121",46.92968,7.53121
3076,"Worb","Schweiz",32481.700000000008,"3076 Worb, Schweiz","46.93011019999999 7.5635394",46.93011019999999,7.5635394
3077,"Enggistein","Schweiz",279.65000000000003,"3077 Enggistein, Schweiz","46.93210999999999 7.596889999999998",46.93210999999999,7.596889999999998
3078,"Richigen","Schweiz",22.5,"3078 Richigen, Schweiz","46.9179338 7.582202799999999",46.9179338,7.582202799999999
3082,"Schlosswil","Schweiz",1460.4000000000003,"3082 Schlosswil, Schweiz","46.9095388 7.608640299999999",46.9095388,7.608640299999999
3083,"Trimstein","Schweiz",328.0,"3083 Trimstein, Schweiz","46.9028473 7.574255900000001",46.9028473,7.574255900000001
3084,"Wabern","Schweiz",7546.1,"3084 Wabern, Schweiz","46.92901639999999 7.448973199999999",46.92901639999999,7.448973199999999
3086,"Englisberg","Schweiz",3786.4499999999994,"3086 Englisberg, Schweiz","46.898056 7.47",46.898056,7.47
3087,"Niedermuhlern","Schweiz",99.0,"3087 Niedermuhlern, Schweiz","46.8591845 7.459923099999999",46.8591845,7.459923099999999
3088,"Oberbütschel","Schweiz",1812.6000000000006,"3088 Oberbütschel, Schweiz","46.8379571 7.4631732",46.8379571,7.4631732
3089,"Hinterfultigen","Schweiz",601.9999999999999,"3089 Hinterfultigen, Schweiz","46.83844999999999 7.40028",46.83844999999999,7.40028
3095,"Spiegel b. Bern","Schweiz",1516.8500000000006,"3095 Spiegel b. Bern, Schweiz","46.9301821 7.4326871",46.9301821,7.4326871
3096,"Oberbalm","Schweiz",2343.8500000000004,"3096 Oberbalm, Schweiz","46.86735239999999 7.4093145",46.86735239999999,7.4093145
3097,"Liebefeld","Schweiz",7721.249999999997,"3097 Liebefeld, Schweiz","46.933331 7.416668",46.933331,7.416668
3098,"Köniz","Schweiz",7952.649999999996,"3098 Köniz, Schweiz","46.91087400000001 7.4148002",46.91087400000001,7.4148002
3099,"Rüti b. Riggisberg","Schweiz",1835.5,"3099 Rüti b. Riggisberg, Schweiz","46.786249 7.458354699999998",46.786249,7.458354699999998
3110,"Münsingen","Schweiz",27133.799999999985,"3110 Münsingen, Schweiz","46.8722757 7.5572966",46.8722757,7.5572966
3111,"Tägertschi","Schweiz",1347.4,"3111 Tägertschi, Schweiz","46.8756333 7.585386",46.8756333,7.585386
3112,"Allmendingen b. Bern","Schweiz",1003.3999999999999,"3112 Allmendingen b. Bern, Schweiz","46.9161595 7.520506699999999",46.9161595,7.520506699999999
3113,"Rubigen","Schweiz",3950.000000000001,"3113 Rubigen, Schweiz","46.90255519999999 7.5418266",46.90255519999999,7.5418266
3114,"Wichtrach","Schweiz",14920.7,"3114 Wichtrach, Schweiz","46.84970999999999 7.575979999999999",46.84970999999999,7.575979999999999
3115,"Gerzensee","Schweiz",1532.2,"3115 Gerzensee, Schweiz","46.83885679999999 7.5444555",46.83885679999999,7.5444555
3116,"Mühledorf BE","Schweiz",3129.449999999999,"3116 Mühledorf BE, Schweiz","46.8289638 7.538858899999999",46.8289638,7.538858899999999
3122,"Kehrsatz","Schweiz",2358.5,"3122 Kehrsatz, Schweiz","46.916703 7.475034399999999",46.916703,7.475034399999999
3123,"Belp","Schweiz",11055.849999999999,"3123 Belp, Schweiz","46.895252 7.5046295",46.895252,7.5046295
3124,"Belpberg","Schweiz",381.9,"3124 Belpberg, Schweiz","46.8649821 7.5201195",46.8649821,7.5201195
3125,"Toffen","Schweiz",2566.55,"3125 Toffen, Schweiz","46.8569192 7.494515100000001",46.8569192,7.494515100000001
3126,"Gelterfingen","Schweiz",19806.300000000017,"3126 Gelterfingen, Schweiz","46.8436201 7.5115367",46.8436201,7.5115367
3127,"Lohnstorf","Schweiz",7016.499999999998,"3127 Lohnstorf, Schweiz","46.8145192 7.509710999999999",46.8145192,7.509710999999999
3128,"Kirchenthurnen","Schweiz",2918.1,"3128 Kirchenthurnen, Schweiz","46.8274316 7.4984666",46.8274316,7.4984666
3132,"Riggisberg","Schweiz",5232.3,"3132 Riggisberg, Schweiz","46.8101394 7.4783583",46.8101394,7.4783583
3144,"Gasel","Schweiz",1773.65,"3144 Gasel, Schweiz","46.901229 7.402832999999999",46.901229,7.402832999999999
3145,"Niederscherli","Schweiz",7941.799999999999,"3145 Niederscherli, Schweiz","46.883334 7.383337999999999",46.883334,7.383337999999999
3147,"Mittelhäusern","Schweiz",1498.75,"3147 Mittelhäusern, Schweiz","46.8764694 7.3681121",46.8764694,7.3681121
3148,"Lanzenhäusern","Schweiz",1309.5000000000002,"3148 Lanzenhäusern, Schweiz","46.844863 7.352380500000001",46.844863,7.352380500000001
3150,"Schwarzenburg","Schweiz",1286.7,"3150 Schwarzenburg, Schweiz","46.8091666 7.329899500000001",46.8091666,7.329899500000001
3152,"Mamishaus","Schweiz",251.39999999999998,"3152 Mamishaus, Schweiz","46.809543 7.3791531",46.809543,7.3791531
3153,"Rüschegg Gambach","Schweiz",169.6,"3153 Rüschegg Gambach, Schweiz","46.7780202 7.375836000000001",46.7780202,7.375836000000001
3154,"Rüschegg Heubach","Schweiz",2853.7,"3154 Rüschegg Heubach, Schweiz","46.7798635 7.402671599999999",46.7798635,7.402671599999999
3155,"Helgisried-Rohrbach","Schweiz",2208.25,"3155 Helgisried-Rohrbach, Schweiz","46.81263999999999 7.42246",46.81263999999999,7.42246
3157,"Milken","Schweiz",49.3,"3157 Milken, Schweiz","46.7934 7.3595",46.7934,7.3595
3158,"Guggisberg","Schweiz",1696.35,"3158 Guggisberg, Schweiz","46.7613108 7.3175743",46.7613108,7.3175743
3159,"Riedstätt","Schweiz",778.6999999999999,"3159 Riedstätt, Schweiz","46.7840011 7.319614199999998",46.7840011,7.319614199999998
3172,"Niederwangen b. Bern","Schweiz",11654.65,"3172 Niederwangen b. Bern, Schweiz","46.925556 7.373888999999998",46.925556,7.373888999999998
3173,"Oberwangen b. Bern","Schweiz",1875.9,"3173 Oberwangen b. Bern, Schweiz","46.91327 7.36046",46.91327,7.36046
3174,"Thörishaus","Schweiz",3291.6500000000005,"3174 Thörishaus, Schweiz","46.89502299999999 7.351012799999999",46.89502299999999,7.351012799999999
3175,"Flamatt","Schweiz",2055.5000000000005,"3175 Flamatt, Schweiz","46.8861994 7.3058958",46.8861994,7.3058958
3176,"Neuenegg","Schweiz",9996.1,"3176 Neuenegg, Schweiz","46.9087039 7.297048099999999",46.9087039,7.297048099999999
3177,"Laupen BE","Schweiz",4796.700000000001,"3177 Laupen BE, Schweiz","46.9035653 7.238690099999999",46.9035653,7.238690099999999
3178,"Bösingen","Schweiz",10079.4,"3178 Bösingen, Schweiz","46.88358059999999 7.232165500000001",46.88358059999999,7.232165500000001
3179,"Kriechenwil","Schweiz",1897.1500000000003,"3179 Kriechenwil, Schweiz","46.91124070000001 7.2187476",46.91124070000001,7.2187476
3182,"Ueberstorf","Schweiz",3820.3500000000045,"3182 Ueberstorf, Schweiz","46.8681291 7.321717899999999",46.8681291,7.321717899999999
3183,"Albligen","Schweiz",256.4,"3183 Albligen, Schweiz","46.84601 7.3247901",46.84601,7.3247901
3184,"Wünnewil","Schweiz",4637.9,"3184 Wünnewil, Schweiz","46.87106929999999 7.275707499999999",46.87106929999999,7.275707499999999
3185,"Schmitten FR","Schweiz",4338.549999999999,"3185 Schmitten FR, Schweiz","46.85552 7.248589999999999",46.85552,7.248589999999999
3186,"Düdingen","Schweiz",6988.199999999996,"3186 Düdingen, Schweiz","46.8422421 7.1925093",46.8422421,7.1925093
3202,"Frauenkappelen","Schweiz",1081.2500000000002,"3202 Frauenkappelen, Schweiz","46.9559642 7.3209152",46.9559642,7.3209152
3203,"Mühleberg","Schweiz",2340.8,"3203 Mühleberg, Schweiz","46.9596448 7.263253799999999",46.9596448,7.263253799999999
3204,"Rosshäusern","Schweiz",1540.4000000000003,"3204 Rosshäusern, Schweiz","46.93212450000001 7.2755014",46.93212450000001,7.2755014
3205,"Gümmenen","Schweiz",822.6499999999999,"3205 Gümmenen, Schweiz","46.94485 7.243849999999999",46.94485,7.243849999999999
3206,"Rizenbach","Schweiz",4798.299999999999,"3206 Rizenbach, Schweiz","46.9429549 7.229543199999998",46.9429549,7.229543199999998
3207,"Wileroltigen","Schweiz",583.0,"3207 Wileroltigen, Schweiz","46.9703542 7.240233699999999",46.9703542,7.240233699999999
3208,"Gurbrü","Schweiz",125.0,"3208 Gurbrü, Schweiz","46.9603459 7.2136681",46.9603459,7.2136681
3210,"Kerzers","Schweiz",19471.000000000004,"3210 Kerzers, Schweiz","46.9780711 7.2035307",46.9780711,7.2035307
3212,"Kleingurmels","Schweiz",4475.3,"3212 Kleingurmels, Schweiz","46.883332 7.183343999999999",46.883332,7.183343999999999
3213,"Liebistorf","Schweiz",2911.2000000000003,"3213 Liebistorf, Schweiz","46.90866 7.195289999999999",46.90866,7.195289999999999
3214,"Ulmiz","Schweiz",321.05,"3214 Ulmiz, Schweiz","46.9324823 7.2009345",46.9324823,7.2009345
3215,"Gempenach","Schweiz",779.8,"3215 Gempenach, Schweiz","46.9405839 7.197477199999999",46.9405839,7.197477199999999
3216,"Agriswil","Schweiz",2227.85,"3216 Agriswil, Schweiz","46.9542125 7.1970573",46.9542125,7.1970573
3225,"Müntschemier","Schweiz",2278.35,"3225 Müntschemier, Schweiz","46.9964702 7.1438031",46.9964702,7.1438031
3226,"Treiten","Schweiz",701.2,"3226 Treiten, Schweiz","47.0100997 7.1594435",47.0100997,7.1594435
3232,"Ins","Schweiz",10565.749999999996,"3232 Ins, Schweiz","46.9986247 7.1092545",46.9986247,7.1092545
3233,"Tschugg","Schweiz",779.3,"3233 Tschugg, Schweiz","47.0225938 7.0772321",47.0225938,7.0772321
3234,"Vinelz","Schweiz",5763.1,"3234 Vinelz, Schweiz","47.0345246 7.121164299999999",47.0345246,7.121164299999999
3235,"Erlach","Schweiz",1019.5999999999999,"3235 Erlach, Schweiz","47.0407715 7.099313299999999",47.0407715,7.099313299999999
3236,"Gampelen","Schweiz",1893.7499999999998,"3236 Gampelen, Schweiz","47.0014793 7.0632155",47.0014793,7.0632155
3237,"Brüttelen","Schweiz",1677.1999999999998,"3237 Brüttelen, Schweiz","47.0253276 7.1510582",47.0253276,7.1510582
3238,"Gals","Schweiz",552.55,"3238 Gals, Schweiz","47.0317689 7.0473592",47.0317689,7.0473592
3250,"Lyss","Schweiz",42928.34999999999,"3250 Lyss, Schweiz","47.0746504 7.3077022",47.0746504,7.3077022
3251,"Ruppoldsried","Schweiz",2147.2,"3251 Ruppoldsried, Schweiz","47.0879903 7.4253212",47.0879903,7.4253212
3252,"Worben","Schweiz",6503.5,"3252 Worben, Schweiz","47.1017094 7.296705999999999",47.1017094,7.296705999999999
3253,"Schnottwil","Schweiz",6417.850000000002,"3253 Schnottwil, Schweiz","47.1075994 7.3954659",47.1075994,7.3954659
3254,"Balm b. Messen","Schweiz",10183.90000000001,"3254 Balm b. Messen, Schweiz","47.103639 7.431191000000001",47.103639,7.431191000000001
3255,"Rapperswil BE","Schweiz",2762.2000000000003,"3255 Rapperswil BE, Schweiz","47.0637909 7.410576300000001",47.0637909,7.410576300000001
3256,"Dieterswil","Schweiz",1581.95,"3256 Dieterswil, Schweiz","47.0637909 7.410576300000001",47.0637909,7.410576300000001
3257,"Ammerzwil BE","Schweiz",7357.0,"3257 Ammerzwil BE, Schweiz","47.06969 7.340780000000001",47.06969,7.340780000000001
3262,"Suberg","Schweiz",693.6500000000001,"3262 Suberg, Schweiz","47.06034 7.337770000000001",47.06034,7.337770000000001
3263,"Büetigen","Schweiz",4255.2,"3263 Büetigen, Schweiz","47.1039281 7.338503599999999",47.1039281,7.338503599999999
3264,"Diessbach b. Büren","Schweiz",3789.75,"3264 Diessbach b. Büren, Schweiz","47.1079225 7.3617601",47.1079225,7.3617601
3266,"Wiler b. Seedorf","Schweiz",185.0,"3266 Wiler b. Seedorf, Schweiz","47.0486346 7.319492899999999",47.0486346,7.319492899999999
3267,"Seedorf BE","Schweiz",2415.45,"3267 Seedorf BE, Schweiz","47.03554949999999 7.312433799999999",47.03554949999999,7.312433799999999
3268,"Lobsigen","Schweiz",3196.8999999999996,"3268 Lobsigen, Schweiz","47.02681 7.293609999999999",47.02681,7.293609999999999
