"KundenadressePLZ","Ort","Land","Sum(Totalbetrag)","adresse","coordinate","latitude","longitude"
8408,"Winterthur","Schweiz",15386.8,"8408 Winterthur, Schweiz","47.5086606 8.6873516",47.5086606,8.6873516
8409,"Winterthur","Schweiz",8672.449999999995,"8409 Winterthur, Schweiz","47.5044332 8.7749343",47.5044332,8.7749343
8412,"Aesch (Neftenbach)","Schweiz",4089.149999999999,"8412 Aesch (Neftenbach), Schweiz","47.5411835 8.6798013",47.5411835,8.6798013
8413,"Neftenbach","Schweiz",12284.000000000005,"8413 Neftenbach, Schweiz","47.5307206 8.6573543",47.5307206,8.6573543
8414,"Buch am Irchel","Schweiz",3429.4,"8414 Buch am Irchel, Schweiz","47.5474927 8.631845499999999",47.5474927,8.631845499999999
8415,"Berg am Irchel","Schweiz",620.0,"8415 Berg am Irchel, Schweiz","47.5651662 8.5943448",47.5651662,8.5943448
8416,"Flaach","Schweiz",9605.7,"8416 Flaach, Schweiz","47.5845233 8.6002216",47.5845233,8.6002216
8418,"Schlatt b. Winterthur","Schweiz",5017.200000000001,"8418 Schlatt b. Winterthur, Schweiz","47.4686662 8.8220973",47.4686662,8.8220973
8421,"Dättlikon","Schweiz",4475.549999999998,"8421 Dättlikon, Schweiz","47.5259604 8.6222245",47.5259604,8.6222245
8422,"Pfungen","Schweiz",4154.15,"8422 Pfungen, Schweiz","47.5096509 8.641734900000001",47.5096509,8.641734900000001
8424,"Embrach","Schweiz",9272.350000000002,"8424 Embrach, Schweiz","47.51062049999999 8.5961496",47.51062049999999,8.5961496
8425,"Oberembrach","Schweiz",2274.75,"8425 Oberembrach, Schweiz","47.4929661 8.6335874",47.4929661,8.6335874
8426,"Lufingen","Schweiz",3918.699999999999,"8426 Lufingen, Schweiz","47.48600949999999 8.5947935",47.48600949999999,8.5947935
8427,"Freienstein","Schweiz",11163.95000000001,"8427 Freienstein, Schweiz","47.5361434 8.5855418",47.5361434,8.5855418
8428,"Teufen ZH","Schweiz",812.5,"8428 Teufen ZH, Schweiz","47.54915 8.56798",47.54915,8.56798
8442,"Hettlingen","Schweiz",4149.650000000001,"8442 Hettlingen, Schweiz","47.5464124 8.7112097",47.5464124,8.7112097
8444,"Henggart","Schweiz",7111.399999999998,"8444 Henggart, Schweiz","47.5610128 8.6819537",47.5610128,8.6819537
8447,"Dachsen","Schweiz",4302.349999999999,"8447 Dachsen, Schweiz","47.6606937 8.624926499999999",47.6606937,8.624926499999999
8450,"Andelfingen","Schweiz",5218.199999999999,"8450 Andelfingen, Schweiz","47.5909521 8.678859",47.5909521,8.678859
8451,"Kleinandelfingen","Schweiz",4229.65,"8451 Kleinandelfingen, Schweiz","47.6081205 8.6810521",47.6081205,8.6810521
8452,"Adlikon b. Andelfingen","Schweiz",3528.199999999997,"8452 Adlikon b. Andelfingen, Schweiz","47.5830535 8.6923294",47.5830535,8.6923294
8453,"Alten","Schweiz",450.29999999999995,"8453 Alten, Schweiz","47.59885 8.6482581",47.59885,8.6482581
8454,"Buchberg","Schweiz",1125.4500000000003,"8454 Buchberg, Schweiz","47.5757961 8.5516404",47.5757961,8.5516404
8455,"Rüdlingen","Schweiz",4306.400000000001,"8455 Rüdlingen, Schweiz","47.5845794 8.5665412",47.5845794,8.5665412
8457,"Humlikon","Schweiz",1889.2,"8457 Humlikon, Schweiz","47.576436 8.6744105",47.576436,8.6744105
8458,"Dorf","Schweiz",981.6,"8458 Dorf, Schweiz","47.571225 8.6452141",47.571225,8.6452141
8459,"Volken","Schweiz",583.6,"8459 Volken, Schweiz","47.5740714 8.624926199999999",47.5740714,8.624926199999999
8460,"Marthalen","Schweiz",6380.15,"8460 Marthalen, Schweiz","47.621445 8.6359969",47.621445,8.6359969
8461,"Oerlingen","Schweiz",188.04999999999998,"8461 Oerlingen, Schweiz","47.6209086 8.6757569",47.6209086,8.6757569
8462,"Rheinau","Schweiz",6879.349999999997,"8462 Rheinau, Schweiz","47.6232575 8.6119947",47.6232575,8.6119947
8463,"Benken ZH","Schweiz",6628.5,"8463 Benken ZH, Schweiz","47.6592908 8.6598474",47.6592908,8.6598474
8465,"Rudolfingen","Schweiz",747.35,"8465 Rudolfingen, Schweiz","47.6402553 8.673966",47.6402553,8.673966
8466,"Trüllikon","Schweiz",740.05,"8466 Trüllikon, Schweiz","47.6389086 8.6997237",47.6389086,8.6997237
8467,"Truttikon","Schweiz",665.9,"8467 Truttikon, Schweiz","47.63442329999999 8.7260262",47.63442329999999,8.7260262
8468,"Waltalingen","Schweiz",367.24999999999994,"8468 Waltalingen, Schweiz","47.6316606 8.7621018",47.6316606,8.7621018
8471,"Rutschwil (Dägerlen)","Schweiz",1535.1000000000004,"8471 Rutschwil (Dägerlen), Schweiz","47.55696469999999 8.7306986",47.55696469999999,8.7306986
8472,"Seuzach","Schweiz",11555.44999999999,"8472 Seuzach, Schweiz","47.5349127 8.7322083",47.5349127,8.7322083
8474,"Dinhard","Schweiz",3050.5000000000005,"8474 Dinhard, Schweiz","47.5551167 8.7695628",47.5551167,8.7695628
8475,"Ossingen","Schweiz",2607.600000000001,"8475 Ossingen, Schweiz","47.6150567 8.7200582",47.6150567,8.7200582
8476,"Unterstammheim","Schweiz",3803.05,"8476 Unterstammheim, Schweiz","47.6491791 8.7921751",47.6491791,8.7921751
8477,"Oberstammheim","Schweiz",1072.7,"8477 Oberstammheim, Schweiz","47.6288852 8.7981926",47.6288852,8.7981926
8478,"Thalheim an der Thur","Schweiz",3844.4500000000003,"8478 Thalheim an der Thur, Schweiz","47.5832657 8.7471344",47.5832657,8.7471344
8479,"Altikon","Schweiz",2252.0,"8479 Altikon, Schweiz","47.5804992 8.783165499999999",47.5804992,8.783165499999999
8482,"Sennhof (Winterthur)","Schweiz",2446.2999999999997,"8482 Sennhof (Winterthur), Schweiz","47.46738 8.759549999999999",47.46738,8.759549999999999
8483,"Kollbrunn","Schweiz",9570.749999999996,"8483 Kollbrunn, Schweiz","47.4569 8.7747",47.4569,8.7747
8484,"Neschwil","Schweiz",7613.449999999997,"8484 Neschwil, Schweiz","47.429444 8.788333000000002",47.429444,8.788333000000002
8486,"Rikon im Tösstal","Schweiz",6678.499999999997,"8486 Rikon im Tösstal, Schweiz","47.44625 8.79804",47.44625,8.79804
8487,"Rämismühle","Schweiz",1762.2499999999998,"8487 Rämismühle, Schweiz","47.44278 8.820849899999999",47.44278,8.820849899999999
8488,"Turbenthal","Schweiz",10864.65,"8488 Turbenthal, Schweiz","47.43540000000001 8.847489999999999",47.43540000000001,8.847489999999999
8489,"Wildberg","Schweiz",2940.3999999999996,"8489 Wildberg, Schweiz","47.4274354 8.815767",47.4274354,8.815767
8492,"Wila","Schweiz",7612.6,"8492 Wila, Schweiz","47.4070894 8.851922000000002",47.4070894,8.851922000000002
8493,"Saland","Schweiz",1822.4499999999998,"8493 Saland, Schweiz","47.391111 8.853610999999999",47.391111,8.853610999999999
8494,"Bauma","Schweiz",11929.900000000001,"8494 Bauma, Schweiz","47.3672639 8.8808183",47.3672639,8.8808183
8495,"Schmidrüti","Schweiz",368.25,"8495 Schmidrüti, Schweiz","47.41484 8.90336",47.41484,8.90336
8496,"Steg im Tösstal","Schweiz",657.15,"8496 Steg im Tösstal, Schweiz","47.35039 8.93915",47.35039,8.93915
8497,"Fischenthal","Schweiz",4916.2,"8497 Fischenthal, Schweiz","47.3311758 8.9202247",47.3311758,8.9202247
8498,"Gibswil-Ried","Schweiz",4915.000000000001,"8498 Gibswil-Ried, Schweiz","47.3114 8.913289899999999",47.3114,8.913289899999999
8499,"Sternenberg","Schweiz",3097.55,"8499 Sternenberg, Schweiz","47.387038 8.9110737",47.387038,8.9110737
8500,"Frauenfeld","Schweiz",33323.649999999994,"8500 Frauenfeld, Schweiz","47.5624565 8.8883133",47.5624565,8.8883133
8501,,,51.95,,,,
8505,"Dettighofen","Schweiz",6858.900000000001,"8505 Dettighofen, Schweiz","47.616664 8.948536",47.616664,8.948536
8506,"Lanzenneunforn","Schweiz",423.84999999999997,"8506 Lanzenneunforn, Schweiz","47.623453 8.9380321",47.623453,8.9380321
8507,"Hörhausen","Schweiz",845.25,"8507 Hörhausen, Schweiz","47.632588 8.969135",47.632588,8.969135
8508,"Homburg","Schweiz",1183.65,"8508 Homburg, Schweiz","47.6346352 9.0057345",47.6346352,9.0057345
8512,"Lustdorf","Schweiz",2952.149999999999,"8512 Lustdorf, Schweiz","47.55083 8.987214999999999",47.55083,8.987214999999999
8514,"Amlikon-Bissegg","Schweiz",4687.800000000001,"8514 Amlikon-Bissegg, Schweiz","47.5687337 9.057311300000002",47.5687337,9.057311300000002
8522,"Häuslenen","Schweiz",4365.5,"8522 Häuslenen, Schweiz","47.52654 8.90302",47.52654,8.90302
8523,"Hagenbuch ZH","Schweiz",2608.45,"8523 Hagenbuch ZH, Schweiz","47.5132138 8.8851623",47.5132138,8.8851623
8524,"Buch b. Frauenfeld","Schweiz",970.3,"8524 Buch b. Frauenfeld, Schweiz","47.59713000000001 8.838799999999999",47.59713000000001,8.838799999999999
8525,"Niederneunforn","Schweiz",229.0,"8525 Niederneunforn, Schweiz","47.6060078 8.7687824",47.6060078,8.7687824
8526,"Oberneunforn","Schweiz",791.6,"8526 Oberneunforn, Schweiz","47.6064964 8.767832799999999",47.6064964,8.767832799999999
8532,"Weiningen TG","Schweiz",2311.1999999999994,"8532 Weiningen TG, Schweiz","47.588492 8.886228599999999",47.588492,8.886228599999999
8535,"Herdern","Schweiz",2573.2000000000003,"8535 Herdern, Schweiz","47.60986680000001 8.9155559",47.60986680000001,8.9155559
8536,"Hüttwilen","Schweiz",370.75,"8536 Hüttwilen, Schweiz","47.6091195 8.872307",47.6091195,8.872307
8537,"Nussbaumen TG","Schweiz",1941.9500000000003,"8537 Nussbaumen TG, Schweiz","47.62601069999999 8.8287677",47.62601069999999,8.8287677
8542,"Wiesendangen","Schweiz",8476.599999999997,"8542 Wiesendangen, Schweiz","47.52133509999999 8.790539899999999",47.52133509999999,8.790539899999999
8543,"Bertschikon","Schweiz",631.65,"8543 Bertschikon, Schweiz","47.5256 8.82269",47.5256,8.82269
8544,"Attikon","Schweiz",1218.9,"8544 Attikon, Schweiz","47.5359717 8.798655400000001",47.5359717,8.798655400000001
8545,"Rickenbach ZH","Schweiz",3998.3500000000004,"8545 Rickenbach ZH, Schweiz","47.5421756 8.7876389",47.5421756,8.7876389
8546,"Kefikon TG","Schweiz",1015.5,"8546 Kefikon TG, Schweiz","47.5489873 8.8340417",47.5489873,8.8340417
8547,"Gachnang","Schweiz",3830.4500000000007,"8547 Gachnang, Schweiz","47.5379813 8.8529472",47.5379813,8.8529472
8548,"Ellikon an der Thur","Schweiz",3701.3999999999996,"8548 Ellikon an der Thur, Schweiz","47.5630455 8.8246219",47.5630455,8.8246219
8552,"Felben-Wellhausen","Schweiz",3966.1000000000004,"8552 Felben-Wellhausen, Schweiz","47.57751589999999 8.9444042",47.57751589999999,8.9444042
8553,"Eschikofen","Schweiz",890.4,"8553 Eschikofen, Schweiz","47.5805 9.0065001",47.5805,9.0065001
8554,"Müllheim-Wigoltingen","Schweiz",548.0,"8554 Müllheim-Wigoltingen, Schweiz","47.58893 9.01433",47.58893,9.01433
8555,"Müllheim Dorf","Schweiz",8311.7,"8555 Müllheim Dorf, Schweiz","47.6032456 8.9999158",47.6032456,8.9999158
8556,"Engwang","Schweiz",1760.8000000000002,"8556 Engwang, Schweiz","47.60004 9.05287",47.60004,9.05287
8558,"Raperswilen","Schweiz",195.0,"8558 Raperswilen, Schweiz","47.63236759999999 9.042624300000002",47.63236759999999,9.042624300000002
8560,"Märstetten","Schweiz",1906.35,"8560 Märstetten, Schweiz","47.5878496 9.069190299999999",47.5878496,9.069190299999999
8561,"Ottoberg","Schweiz",1869.0000000000002,"8561 Ottoberg, Schweiz","47.5871241 9.0838121",47.5871241,9.0838121
8564,"Lipperswil","Schweiz",4194.699999999997,"8564 Lipperswil, Schweiz","47.6156578 9.0558055",47.6156578,9.0558055
8565,"Hugelshofen","Schweiz",860.8,"8565 Hugelshofen, Schweiz","47.59875 9.116496999999999",47.59875,9.116496999999999
8566,"Dotnacht","Schweiz",1795.2499999999998,"8566 Dotnacht, Schweiz","47.60083299999999 9.141111000000002",47.60083299999999,9.141111000000002
8570,"Weinfelden","Schweiz",19730.450000000008,"8570 Weinfelden, Schweiz","47.5660299 9.1084456",47.5660299,9.1084456
8572,"Andhausen","Schweiz",3583.3500000000004,"8572 Andhausen, Schweiz","47.5784995 9.1778125",47.5784995,9.1778125
8573,"Alterswilen","Schweiz",296.15,"8573 Alterswilen, Schweiz","47.616667 9.15",47.616667,9.15
8574,"Illighausen","Schweiz",5803.000000000001,"8574 Illighausen, Schweiz","47.604167 9.208056",47.604167,9.208056
8575,"Istighofen","Schweiz",3376.7500000000005,"8575 Istighofen, Schweiz","47.5422119 9.149671699999999",47.5422119,9.149671699999999
8576,"Mauren TG","Schweiz",74.5,"8576 Mauren TG, Schweiz","47.5657545 9.1551613",47.5657545,9.1551613
8577,"Toos","Schweiz",269.8,"8577 Toos, Schweiz","47.5182483 9.1068956",47.5182483,9.1068956
8580,"Sommeri","Schweiz",13736.85,"8580 Sommeri, Schweiz","47.5674728 9.289355900000002",47.5674728,9.289355900000002
8581,"Schocherswil","Schweiz",186.9,"8581 Schocherswil, Schweiz","47.53644999999999 9.26602",47.53644999999999,9.26602
8582,"Dozwil","Schweiz",1115.85,"8582 Dozwil, Schweiz","47.5764607 9.3181002",47.5764607,9.3181002
8583,"Götighofen","Schweiz",5963.499999999999,"8583 Götighofen, Schweiz","47.5354654 9.215652799999999",47.5354654,9.215652799999999
8584,"Leimbach TG","Schweiz",2282.9000000000005,"8584 Leimbach TG, Schweiz","47.5608317 9.1871742",47.5608317,9.1871742
8585,"Happerswil","Schweiz",6037.2,"8585 Happerswil, Schweiz","47.57722 9.22289",47.57722,9.22289
8586,"Andwil TG","Schweiz",5467.849999999999,"8586 Andwil TG, Schweiz","47.56699 9.21542",47.56699,9.21542
8587,"Oberaach","Schweiz",1989.3500000000001,"8587 Oberaach, Schweiz","47.55995 9.26484",47.55995,9.26484
8588,"Zihlschlacht","Schweiz",659.4499999999999,"8588 Zihlschlacht, Schweiz","47.52186 9.25931",47.52186,9.25931
8589,"Sitterdorf","Schweiz",1600.4,"8589 Sitterdorf, Schweiz","47.50366959999999 9.2475915",47.50366959999999,9.2475915
8590,"Romanshorn","Schweiz",17016.149999999994,"8590 Romanshorn, Schweiz","47.5657078 9.3771959",47.5657078,9.3771959
8592,"Uttwil","Schweiz",2231.3499999999995,"8592 Uttwil, Schweiz","47.5760587 9.3381631",47.5760587,9.3381631
8593,"Kesswil","Schweiz",1428.6,"8593 Kesswil, Schweiz","47.58552539999999 9.3133194",47.58552539999999,9.3133194
8594,"Güttingen","Schweiz",4800.249999999999,"8594 Güttingen, Schweiz","47.6003094 9.2840059",47.6003094,9.2840059
8595,"Altnau","Schweiz",1751.5499999999997,"8595 Altnau, Schweiz","47.6119373 9.2629667",47.6119373,9.2629667
8596,"Münsterlingen","Schweiz",2234.0499999999997,"8596 Münsterlingen, Schweiz","47.6272046 9.2275791",47.6272046,9.2275791
8597,"Landschlacht","Schweiz",837.4499999999999,"8597 Landschlacht, Schweiz","47.62639 9.25075",47.62639,9.25075
8598,"Bottighofen","Schweiz",4060.3500000000004,"8598 Bottighofen, Schweiz","47.6335049 9.211",47.6335049,9.211
8599,"Salmsach","Schweiz",3190.15,"8599 Salmsach, Schweiz","47.5510342 9.3563013",47.5510342,9.3563013
8600,"Dübendorf","Schweiz",38062.799999999996,"8600 Dübendorf, Schweiz","47.3955306 8.6161336",47.3955306,8.6161336
8602,"Wangen b. Dübendorf","Schweiz",6623.5999999999985,"8602 Wangen b. Dübendorf, Schweiz","47.4130184 8.6458592",47.4130184,8.6458592
8603,"Schwerzenbach","Schweiz",3840.9499999999994,"8603 Schwerzenbach, Schweiz","47.3800947 8.6571567",47.3800947,8.6571567
8604,"Volketswil","Schweiz",29096.30000000004,"8604 Volketswil, Schweiz","47.391014 8.675747699999999",47.391014,8.675747699999999
8605,"Gutenswil","Schweiz",5915.449999999998,"8605 Gutenswil, Schweiz","47.38614 8.71903",47.38614,8.71903
8606,"Nänikon","Schweiz",11299.749999999989,"8606 Nänikon, Schweiz","47.3701691 8.6941773",47.3701691,8.6941773
8607,"Aathal-Seegräben","Schweiz",1498.6000000000001,"8607 Aathal-Seegräben, Schweiz","47.33544 8.76956",47.33544,8.76956
8608,"Bubikon","Schweiz",10067.850000000002,"8608 Bubikon, Schweiz","47.2723166 8.8099052",47.2723166,8.8099052
8610,"Uster","Schweiz",35302.2500000001,"8610 Uster, Schweiz","47.3479211 8.723527599999999",47.3479211,8.723527599999999
8614,"Sulzbach","Schweiz",7469.350000000001,"8614 Sulzbach, Schweiz","47.32875790000001 8.746794699999999",47.32875790000001,8.746794699999999
8615,"Wermatswil","Schweiz",1138.3,"8615 Wermatswil, Schweiz","47.3621387 8.7460515",47.3621387,8.7460515
8616,"Riedikon","Schweiz",456.79999999999995,"8616 Riedikon, Schweiz","47.3325338 8.7114931",47.3325338,8.7114931
8617,"Mönchaltorf","Schweiz",7624.9000000000015,"8617 Mönchaltorf, Schweiz","47.308497 8.7235821",47.308497,8.7235821
8618,"Oetwil am See","Schweiz",13296.999999999998,"8618 Oetwil am See, Schweiz","47.2729371 8.720511799999999",47.2729371,8.720511799999999
8620,"Wetzikon ZH","Schweiz",30957.450000000008,"8620 Wetzikon ZH, Schweiz","47.32225469999999 8.801023599999999",47.32225469999999,8.801023599999999
8623,"Wetzikon ZH","Schweiz",13144.600000000004,"8623 Wetzikon ZH, Schweiz","47.3270602 8.801356",47.3270602,8.801356
8624,"Grüt (Gossau ZH)","Schweiz",3729.6,"8624 Grüt (Gossau ZH), Schweiz","47.31 8.78436",47.31,8.78436
8625,"Gossau ZH","Schweiz",4456.35,"8625 Gossau ZH, Schweiz","47.30631289999999 8.7585464",47.30631289999999,8.7585464
8626,"Ottikon (Gossau ZH)","Schweiz",2235.6000000000004,"8626 Ottikon (Gossau ZH), Schweiz","47.29295 8.77705",47.29295,8.77705
8627,"Grüningen","Schweiz",5590.65,"8627 Grüningen, Schweiz","47.2759848 8.762288999999999",47.2759848,8.762288999999999
8630,"Rüti ZH","Schweiz",12123.05,"8630 Rüti ZH, Schweiz","47.258089 8.8664545",47.258089,8.8664545
8632,"Tann","Schweiz",8181.7,"8632 Tann, Schweiz","47.263 8.850833",47.263,8.850833
8633,"Wolfhausen","Schweiz",5143.049999999997,"8633 Wolfhausen, Schweiz","47.26 8.795",47.26,8.795
8634,"Hombrechtikon","Schweiz",5660.900000000001,"8634 Hombrechtikon, Schweiz","47.25584 8.7682378",47.25584,8.7682378
8635,"Dürnten","Schweiz",8648.400000000003,"8635 Dürnten, Schweiz","47.2800886 8.836721599999999",47.2800886,8.836721599999999
8636,"Wald ZH","Schweiz",8971.85,"8636 Wald ZH, Schweiz","47.2832038 8.9231923",47.2832038,8.9231923
8637,"Laupen ZH","Schweiz",1187.5,"8637 Laupen ZH, Schweiz","47.2655 8.92705",47.2655,8.92705
8638,"Goldingen","Schweiz",1803.4499999999996,"8638 Goldingen, Schweiz","47.2794582 8.9709262",47.2794582,8.9709262
8640,"Rapperswil SG","Schweiz",7729.7,"8640 Rapperswil SG, Schweiz","47.2279741 8.8255821",47.2279741,8.8255821
8645,"Jona","Schweiz",13710.949999999997,"8645 Jona, Schweiz","47.2223076 8.8327118",47.2223076,8.8327118
8646,"Wagen","Schweiz",22669.75000000001,"8646 Wagen, Schweiz","47.231038 8.886396999999999",47.231038,8.886396999999999
8700,"Küsnacht ZH","Schweiz",9436.249999999998,"8700 Küsnacht ZH, Schweiz","47.3184279 8.5927209",47.3184279,8.5927209
8702,"Zollikon","Schweiz",7606.15,"8702 Zollikon, Schweiz","47.3412096 8.577214600000001",47.3412096,8.577214600000001
8703,"Erlenbach ZH","Schweiz",5190.399999999999,"8703 Erlenbach ZH, Schweiz","47.3052713 8.603926099999999",47.3052713,8.603926099999999
8704,"Herrliberg","Schweiz",3731.9999999999995,"8704 Herrliberg, Schweiz","47.2955821 8.6344146",47.2955821,8.6344146
8706,"Meilen","Schweiz",18663.699999999997,"8706 Meilen, Schweiz","47.28415680000001 8.6552506",47.28415680000001,8.6552506
8707,"Uetikon am See","Schweiz",4567.150000000002,"8707 Uetikon am See, Schweiz","47.269647 8.6842566",47.269647,8.6842566
8708,"Männedorf","Schweiz",11377.100000000002,"8708 Männedorf, Schweiz","47.2613018 8.6969006",47.2613018,8.6969006
8712,"Stäfa","Schweiz",9850.850000000004,"8712 Stäfa, Schweiz","47.248963 8.729599499999999",47.248963,8.729599499999999
8713,"Uerikon","Schweiz",2818.75,"8713 Uerikon, Schweiz","47.23666 8.755659999999999",47.23666,8.755659999999999
8714,"Feldbach","Schweiz",216.10000000000002,"8714 Feldbach, Schweiz","47.2442688 8.7738105",47.2442688,8.7738105
8715,"Bollingen","Schweiz",732.0,"8715 Bollingen, Schweiz","47.219631 8.893951",47.219631,8.893951
8716,"Schmerikon","Schweiz",6175.3,"8716 Schmerikon, Schweiz","47.2297285 8.9460319",47.2297285,8.9460319
8717,"Benken SG","Schweiz",6506.449999999998,"8717 Benken SG, Schweiz","47.1892867 8.991218",47.1892867,8.991218
8718,"Schänis","Schweiz",610.1,"8718 Schänis, Schweiz","47.1582369 9.072896499999999",47.1582369,9.072896499999999
8722,"Kaltbrunn","Schweiz",5870.0999999999985,"8722 Kaltbrunn, Schweiz","47.2161875 9.0242024",47.2161875,9.0242024
8723,"Rufi","Schweiz",838.4,"8723 Rufi, Schweiz","47.1811841 9.0508609",47.1811841,9.0508609
8725,"Gebertingen","Schweiz",6188.199999999997,"8725 Gebertingen, Schweiz","47.25266999999999 9.006659899999999",47.25266999999999,9.006659899999999
8726,"Ricken SG","Schweiz",958.8,"8726 Ricken SG, Schweiz","47.26305600000001 9.044167",47.26305600000001,9.044167
8727,"Walde SG","Schweiz",416.59999999999997,"8727 Walde SG, Schweiz","47.27041 9.010909999999999",47.27041,9.010909999999999
8730,"Uznach","Schweiz",17084.100000000002,"8730 Uznach, Schweiz","47.2243722 8.9841417",47.2243722,8.9841417
8732,"Neuhaus SG","Schweiz",1125.9,"8732 Neuhaus SG, Schweiz","47.24299 8.94376",47.24299,8.94376
8733,"Eschenbach SG","Schweiz",7849.5,"8733 Eschenbach SG, Schweiz","47.24383419999999 8.9230079",47.24383419999999,8.9230079
8734,"Ermenswil","Schweiz",3215.199999999999,"8734 Ermenswil, Schweiz","47.2447773 8.884997199999999",47.2447773,8.884997199999999
8735,"Rüeterswil","Schweiz",2710.0000000000005,"8735 Rüeterswil, Schweiz","47.25897029999999 8.9889832",47.25897029999999,8.9889832
8737,"Gommiswald","Schweiz",4180.999999999999,"8737 Gommiswald, Schweiz","47.23519109999999 9.0220567",47.23519109999999,9.0220567
8738,"Uetliburg SG","Schweiz",2104.35,"8738 Uetliburg SG, Schweiz","47.24191 9.02562",47.24191,9.02562
8739,"Rieden SG","Schweiz",1436.15,"8739 Rieden SG, Schweiz","47.22014919999999 9.0499888",47.22014919999999,9.0499888
8750,"Klöntal","Schweiz",9518.300000000007,"8750 Klöntal, Schweiz","47.0224341 8.9596699",47.0224341,8.9596699
8752,"Näfels","Schweiz",11190.349999999999,"8752 Näfels, Schweiz","47.0993576 9.0677737",47.0993576,9.0677737
8753,"Mollis","Schweiz",3712.9499999999985,"8753 Mollis, Schweiz","47.0926627 9.0945884",47.0926627,9.0945884
8754,"Netstal","Schweiz",14999.199999999995,"8754 Netstal, Schweiz","47.0677358 9.0378736",47.0677358,9.0378736
8755,"Ennenda","Schweiz",3360.2499999999995,"8755 Ennenda, Schweiz","47.0338781 9.077552899999999",47.0338781,9.077552899999999
8756,"Mitlödi","Schweiz",2639.1,"8756 Mitlödi, Schweiz","47.0130513 9.078192999999999",47.0130513,9.078192999999999
8757,"Filzbach","Schweiz",1193.0999999999997,"8757 Filzbach, Schweiz","47.11947809999999 9.127621999999999",47.11947809999999,9.127621999999999
8758,"Obstalden","Schweiz",4944.4,"8758 Obstalden, Schweiz","47.0783321 9.1509738",47.0783321,9.1509738
8762,"Schwändi b. Schwanden","Schweiz",3520.35,"8762 Schwändi b. Schwanden, Schweiz","47.0052639 9.067103300000001",47.0052639,9.067103300000001
8765,"Engi","Schweiz",1177.2,"8765 Engi, Schweiz","46.9937457 9.1662974",46.9937457,9.1662974
8766,"Matt","Schweiz",635.3,"8766 Matt, Schweiz","46.9665303 9.200094",46.9665303,9.200094
8767,"Elm","Schweiz",775.1499999999999,"8767 Elm, Schweiz","46.9069162 9.150395",46.9069162,9.150395
8772,"Nidfurn","Schweiz",45.7,"8772 Nidfurn, Schweiz","46.98333299999999 9.049999999999999",46.98333299999999,9.049999999999999
8773,"Haslen GL","Schweiz",1085.5500000000002,"8773 Haslen GL, Schweiz","46.9464619 9.084197099999999",46.9464619,9.084197099999999
8774,"Leuggelbach","Schweiz",355.85,"8774 Leuggelbach, Schweiz","46.9785025 9.0352532",46.9785025,9.0352532
8775,"Luchsingen","Schweiz",2167.85,"8775 Luchsingen, Schweiz","46.972137 9.007437699999999",46.972137,9.007437699999999
8777,"Diesbach GL","Schweiz",3202.2499999999986,"8777 Diesbach GL, Schweiz","46.9388034 9.0574737",46.9388034,9.0574737
8782,"Rüti GL","Schweiz",373.75,"8782 Rüti GL, Schweiz","46.9342272 9.0226658",46.9342272,9.0226658
8783,"Linthal","Schweiz",4487.149999999997,"8783 Linthal, Schweiz","46.8800782 8.9963749",46.8800782,8.9963749
8784,"Braunwald","Schweiz",412.9,"8784 Braunwald, Schweiz","46.9496636 8.982119299999999",46.9496636,8.982119299999999
8800,"Thalwil","Schweiz",15360.650000000003,"8800 Thalwil, Schweiz","47.2913265 8.5602201",47.2913265,8.5602201
8802,"Kilchberg ZH","Schweiz",6284.949999999996,"8802 Kilchberg ZH, Schweiz","47.3198115 8.5414899",47.3198115,8.5414899
8803,"Rüschlikon","Schweiz",5699.05,"8803 Rüschlikon, Schweiz","47.308322 8.5544463",47.308322,8.5544463
8804,"Au ZH","Schweiz",4615.399999999998,"8804 Au ZH, Schweiz","47.241 8.640333",47.241,8.640333
8805,"Richterswil","Schweiz",10940.999999999998,"8805 Richterswil, Schweiz","47.2097073 8.696259999999999",47.2097073,8.696259999999999
8806,"Bäch SZ","Schweiz",4260.599999999999,"8806 Bäch SZ, Schweiz","47.199995 8.716671999999999",47.199995,8.716671999999999
8807,"Freienbach","Schweiz",4872.599999999999,"8807 Freienbach, Schweiz","47.2038516 8.7567249",47.2038516,8.7567249
8808,"Pfäffikon SZ","Schweiz",12180.999999999995,"8808 Pfäffikon SZ, Schweiz","47.2014965 8.7809154",47.2014965,8.7809154
8810,"Horgen","Schweiz",21486.20000000002,"8810 Horgen, Schweiz","47.2483725 8.6079058",47.2483725,8.6079058
8815,"Horgenberg","Schweiz",378.0,"8815 Horgenberg, Schweiz","47.247798 8.5875831",47.247798,8.5875831
8816,"Hirzel","Schweiz",3472.599999999999,"8816 Hirzel, Schweiz","47.2146575 8.6106574",47.2146575,8.6106574
8820,"Wädenswil","Schweiz",28264.249999999993,"8820 Wädenswil, Schweiz","47.2255535 8.6495094",47.2255535,8.6495094
8824,"Schönenberg ZH","Schweiz",918.3000000000001,"8824 Schönenberg ZH, Schweiz","47.196726 8.6407173",47.196726,8.6407173
8825,"Hütten","Schweiz",1291.2500000000002,"8825 Hütten, Schweiz","47.1748197 8.670404500000002",47.1748197,8.670404500000002
8832,"Wilen b. Wollerau","Schweiz",11074.849999999995,"8832 Wilen b. Wollerau, Schweiz","47.19731170000001 8.733397",47.19731170000001,8.733397
