Postleitzahl,Ort,Kanton,Land
4104,Oberwil BL,Basel-Landschaft,Schweiz
4105,Biel-Benken BL,Basel-Landschaft,Schweiz
4106,Therwil,Basel-Landschaft,Schweiz
4107,Ettingen,Basel-Landschaft,Schweiz
4108,Witterswil,Solothurn,Schweiz
4112,Bättwil,Solothurn,Schweiz
4114,Hofstetten SO,Solothurn,Schweiz
4115,Mariastein,Solothurn,Schweiz
4116,Metzerlen,Solothurn,Schweiz
4117,Burg im Leimental,Basel-Landschaft,Schweiz
4118,Rodersdorf,Solothurn,Schweiz
4123,Allschwil,Basel-Landschaft,Schweiz
4124,Schönenbuch,Basel-Landschaft,Schweiz
4125,Riehen,Basel-Stadt,Schweiz
4126,Bettingen,Basel-Stadt,Schweiz
4127,Birsfelden,Basel-Landschaft,Schweiz
4132,Muttenz,Basel-Landschaft,Schweiz
4133,Pratteln,Basel-Landschaft,Schweiz
4142,Münchenstein,Basel-Landschaft,Schweiz
4143,Dornach,Solothurn,Schweiz
4144,Arlesheim,Basel-Landschaft,Schweiz
4145,Gempen,Solothurn,Schweiz
4146,Hochwald,Solothurn,Schweiz
4147,Aesch BL,Basel-Landschaft,Schweiz
4148,Pfeffingen,Basel-Landschaft,Schweiz
4153,Reinach BL,Basel-Landschaft,Schweiz
4202,Duggingen,Basel-Landschaft,Schweiz
4203,Grellingen,Basel-Landschaft,Schweiz
4204,Himmelried,Solothurn,Schweiz
4206,Seewen SO,Solothurn,Schweiz
4207,Bretzwil,Basel-Landschaft,Schweiz
4208,Nunningen,Solothurn,Schweiz
4222,Zwingen,Basel-Landschaft,Schweiz
4223,Blauen,Basel-Landschaft,Schweiz
4224,Nenzlingen,Basel-Landschaft,Schweiz
4225,Brislach,Basel-Landschaft,Schweiz
4226,Breitenbach,Solothurn,Schweiz
4227,Büsserach,Solothurn,Schweiz
4228,Erschwil,Solothurn,Schweiz
4229,Beinwil SO,Solothurn,Schweiz
4232,Fehren,Solothurn,Schweiz
4233,Meltingen,Solothurn,Schweiz
4234,Zullwil,Solothurn,Schweiz
4242,Laufen,Basel-Landschaft,Schweiz
4243,Dittingen,Basel-Landschaft,Schweiz
4244,Röschenz,Basel-Landschaft,Schweiz
4245,Kleinlützel,Solothurn,Schweiz
4246,Wahlen b. Laufen,Basel-Landschaft,Schweiz
4247,Grindel,Solothurn,Schweiz
4252,Bärschwil,Solothurn,Schweiz
4253,Liesberg,Basel-Landschaft,Schweiz
4254,Liesberg Dorf,Basel-Landschaft,Schweiz
4302,Augst BL,Basel-Landschaft,Schweiz
4303,Kaiseraugst,Aargau,Schweiz
4304,Giebenach,Basel-Landschaft,Schweiz
4305,Olsberg,Aargau,Schweiz
4310,Rheinfelden,Aargau,Schweiz
4312,Magden,Aargau,Schweiz
4313,Möhlin,Aargau,Schweiz
4314,Zeiningen,Aargau,Schweiz
4315,Zuzgen,Aargau,Schweiz
4316,Hellikon,Aargau,Schweiz
4317,Wegenstetten,Aargau,Schweiz
4322,Mumpf,Aargau,Schweiz
4323,Wallbach,Aargau,Schweiz
4324,Obermumpf,Aargau,Schweiz
4325,Schupfart,Aargau,Schweiz
4332,Stein AG,Aargau,Schweiz
4333,Münchwilen AG,Aargau,Schweiz
4334,Sisseln AG,Aargau,Schweiz
4402,Frenkendorf,Basel-Landschaft,Schweiz
4410,Liestal,Basel-Landschaft,Schweiz
4411,Seltisberg,Basel-Landschaft,Schweiz
4412,Nuglar,Solothurn,Schweiz
4413,Büren SO,Solothurn,Schweiz
4414,Füllinsdorf,Basel-Landschaft,Schweiz
4415,Lausen,Basel-Landschaft,Schweiz
4416,Bubendorf,Basel-Landschaft,Schweiz
4417,Ziefen,Basel-Landschaft,Schweiz
4418,Reigoldswil,Basel-Landschaft,Schweiz
4419,Lupsingen,Basel-Landschaft,Schweiz
4421,St. Pantaleon,Solothurn,Schweiz
4422,Arisdorf,Basel-Landschaft,Schweiz
4423,Hersberg,Basel-Landschaft,Schweiz
4424,Arboldswil,Basel-Landschaft,Schweiz
4425,Titterten,Basel-Landschaft,Schweiz
4426,Lauwil,Basel-Landschaft,Schweiz
4431,Bennwil,Basel-Landschaft,Schweiz
4432,Lampenberg,Basel-Landschaft,Schweiz
4433,Ramlinsburg,Basel-Landschaft,Schweiz
4434,Hölstein,Basel-Landschaft,Schweiz
4435,Niederdorf,Basel-Landschaft,Schweiz
4436,Liedertswil,Basel-Landschaft,Schweiz
4437,Waldenburg,Basel-Landschaft,Schweiz
4438,Langenbruck,Basel-Landschaft,Schweiz
4441,Thürnen,Basel-Landschaft,Schweiz
4442,Diepflingen,Basel-Landschaft,Schweiz
4443,Wittinsburg,Basel-Landschaft,Schweiz
4444,Rümlingen,Basel-Landschaft,Schweiz
4445,Häfelfingen,Basel-Landschaft,Schweiz
4446,Buckten,Basel-Landschaft,Schweiz
4447,Känerkinden,Basel-Landschaft,Schweiz
4448,Läufelfingen,Basel-Landschaft,Schweiz
4450,Sissach,Basel-Landschaft,Schweiz
4451,Wintersingen,Basel-Landschaft,Schweiz
4452,Itingen,Basel-Landschaft,Schweiz
4453,Nusshof,Basel-Landschaft,Schweiz
4455,Zunzgen,Basel-Landschaft,Schweiz
4456,Tenniken,Basel-Landschaft,Schweiz
4457,Diegten,Basel-Landschaft,Schweiz
4458,Eptingen,Basel-Landschaft,Schweiz
4460,Gelterkinden,Basel-Landschaft,Schweiz
4461,Böckten,Basel-Landschaft,Schweiz
4462,Rickenbach BL,Basel-Landschaft,Schweiz
4463,Buus,Basel-Landschaft,Schweiz
4464,Maisprach,Basel-Landschaft,Schweiz
4465,Hemmiken,Basel-Landschaft,Schweiz
4466,Ormalingen,Basel-Landschaft,Schweiz
4467,Rothenfluh,Basel-Landschaft,Schweiz
4468,Kienberg,Solothurn,Schweiz
4469,Anwil,Basel-Landschaft,Schweiz
4492,Tecknau,Basel-Landschaft,Schweiz
4493,Wenslingen,Basel-Landschaft,Schweiz
4494,Oltingen,Basel-Landschaft,Schweiz
4495,Zeglingen,Basel-Landschaft,Schweiz
4496,Kilchberg BL,Basel-Landschaft,Schweiz
4497,Rünenberg,Basel-Landschaft,Schweiz
4500,Solothurn,Solothurn,Schweiz
4512,Bellach,Solothurn,Schweiz
4513,Langendorf,Solothurn,Schweiz
4514,Lommiswil,Solothurn,Schweiz
4515,Weissenstein b. Solothurn,Solothurn,Schweiz
4522,Rüttenen,Solothurn,Schweiz
4523,Niederwil SO,Solothurn,Schweiz
4524,Balmberg,Solothurn,Schweiz
4525,Balm b. Günsberg,Solothurn,Schweiz
4528,Zuchwil,Solothurn,Schweiz
4532,Feldbrunnen,Solothurn,Schweiz
4533,Riedholz,Solothurn,Schweiz
4534,Flumenthal,Solothurn,Schweiz
4535,Hubersdorf,Solothurn,Schweiz
4536,Attiswil,Bern,Schweiz
4537,Wiedlisbach,Bern,Schweiz
4538,Oberbipp,Bern,Schweiz
4539,Rumisberg,Bern,Schweiz
4542,Luterbach,Solothurn,Schweiz
4543,Deitingen,Solothurn,Schweiz
4552,Derendingen,Solothurn,Schweiz
4553,Subingen,Solothurn,Schweiz
4554,Hüniken,Solothurn,Schweiz
4556,Bolken,Solothurn,Schweiz
4557,Horriwil,Solothurn,Schweiz
4558,Hersiwil,Solothurn,Schweiz
4562,Biberist,Solothurn,Schweiz
4563,Gerlafingen,Solothurn,Schweiz
4564,Zielebach,Bern,Schweiz
4565,Recherswil,Solothurn,Schweiz
4566,Halten,Solothurn,Schweiz
4571,Ichertswil,Solothurn,Schweiz
4573,Lohn-Ammannsegg,Solothurn,Schweiz
4574,Lüsslingen,Solothurn,Schweiz
4576,Tscheppach,Solothurn,Schweiz
4577,Hessigkofen,Solothurn,Schweiz
4578,Bibern SO,Solothurn,Schweiz
4579,Gossliwil,Solothurn,Schweiz
4581,Küttigkofen,Solothurn,Schweiz
4582,Brügglen,Solothurn,Schweiz
4583,Aetigkofen,Solothurn,Schweiz
4584,Gächliwil,Solothurn,Schweiz
4585,Biezwil,Solothurn,Schweiz
4586,Kyburg-Buchegg,Solothurn,Schweiz
4587,Aetingen,Solothurn,Schweiz
4588,Unterramsern,Solothurn,Schweiz
4600,Olten,Solothurn,Schweiz
4612,Wangen b. Olten,Solothurn,Schweiz
4613,Rickenbach SO,Solothurn,Schweiz
4614,Hägendorf,Solothurn,Schweiz
4615,Allerheiligenberg,Solothurn,Schweiz
4616,Kappel SO,Solothurn,Schweiz
4617,Gunzgen,Solothurn,Schweiz
4618,Boningen,Solothurn,Schweiz
4622,Egerkingen,Solothurn,Schweiz
4623,Neuendorf,Solothurn,Schweiz
4624,Härkingen,Solothurn,Schweiz
4625,Oberbuchsiten,Solothurn,Schweiz
4626,Niederbuchsiten,Solothurn,Schweiz
4628,Wolfwil,Solothurn,Schweiz
4629,Fulenbach,Solothurn,Schweiz
4632,Trimbach,Solothurn,Schweiz
4633,Hauenstein,Solothurn,Schweiz
4634,Wisen SO,Solothurn,Schweiz
4652,Winznau,Solothurn,Schweiz
4653,Obergösgen,Solothurn,Schweiz
4654,Lostorf,Solothurn,Schweiz
4655,Rohr b. Olten,Solothurn,Schweiz
4656,Starrkirch-Wil,Solothurn,Schweiz
4657,Dulliken,Solothurn,Schweiz
4658,Däniken SO,Solothurn,Schweiz
4663,Aarburg,Aargau,Schweiz
4665,Oftringen,Aargau,Schweiz
4702,Oensingen,Solothurn,Schweiz
4703,Kestenholz,Solothurn,Schweiz
4704,Wolfisberg,Bern,Schweiz
4710,Balsthal,Solothurn,Schweiz
4712,Laupersdorf,Solothurn,Schweiz
4713,Matzendorf,Solothurn,Schweiz
4714,Aedermannsdorf,Solothurn,Schweiz
4715,Herbetswil,Solothurn,Schweiz
4716,Gänsbrunnen,Solothurn,Schweiz
4717,Mümliswil,Solothurn,Schweiz
4718,Holderbank SO,Solothurn,Schweiz
4719,Ramiswil,Solothurn,Schweiz
4800,Zofingen,Aargau,Schweiz
4802,Strengelbach,Aargau,Schweiz
4803,Vordemwald,Aargau,Schweiz
4805,Brittnau,Aargau,Schweiz
4806,Wikon,Luzern,Schweiz
4812,Mühlethal,Aargau,Schweiz
4813,Uerkheim,Aargau,Schweiz
4814,Bottenwil,Aargau,Schweiz
4852,Rothrist,Aargau,Schweiz
4853,Riken AG,Aargau,Schweiz
4856,Glashütten,Aargau,Schweiz
4900,Langenthal,Bern,Schweiz
4911,Schwarzhäusern,Bern,Schweiz
4912,Aarwangen,Bern,Schweiz
4913,Bannwil,Bern,Schweiz
4914,Roggwil BE,Bern,Schweiz
4915,St. Urban,Luzern,Schweiz
4916,Untersteckholz,Bern,Schweiz
4917,Busswil b. Melchnau,Bern,Schweiz
4919,Reisiswil,Bern,Schweiz
4922,Thunstetten,Bern,Schweiz
4923,Wynau,Bern,Schweiz
4924,Obersteckholz,Bern,Schweiz
4932,Gutenburg,Bern,Schweiz
4933,Rütschelen,Bern,Schweiz
4934,Madiswil,Bern,Schweiz
4935,Leimiswil,Bern,Schweiz
4936,Kleindietwil,Bern,Schweiz
4937,Ursenbach,Bern,Schweiz
4938,Rohrbachgraben,Bern,Schweiz
4942,Walterswil BE,Bern,Schweiz
4943,Oeschenbach,Bern,Schweiz
4944,Auswil,Bern,Schweiz
4950,Huttwil,Bern,Schweiz
4952,Eriswil,Bern,Schweiz
4953,Schwarzenbach (Huttwil),Bern,Schweiz
4954,Wyssachen,Bern,Schweiz
4955,Gondiswil,Bern,Schweiz
5000,Aarau,Aargau,Schweiz
5004,Aarau,Aargau,Schweiz
5012,Eppenberg,Solothurn,Schweiz
5013,Niedergösgen,Solothurn,Schweiz
5014,Gretzenbach,Solothurn,Schweiz
5015,Erlinsbach SO,Solothurn,Schweiz
5017,Barmelweid,Aargau,Schweiz
5018,Erlinsbach,Aargau,Schweiz
5022,Rombach,Aargau,Schweiz
5023,Biberstein,Aargau,Schweiz
5024,Küttigen,Aargau,Schweiz
5025,Asp,Aargau,Schweiz
5026,Densbüren,Aargau,Schweiz
5027,Herznach,Aargau,Schweiz
5028,Ueken,Aargau,Schweiz
5032,Aarau Rohr,Aargau,Schweiz
5033,Buchs AG,Aargau,Schweiz
5034,Suhr,Aargau,Schweiz
5035,Unterentfelden,Aargau,Schweiz
5036,Oberentfelden,Aargau,Schweiz
5037,Muhen,Aargau,Schweiz
5040,Schöftland,Aargau,Schweiz
5042,Hirschthal,Aargau,Schweiz
5043,Holziken,Aargau,Schweiz
5044,Schlossrued,Aargau,Schweiz
5046,Schmiedrued,Aargau,Schweiz
5053,Wittwil,Aargau,Schweiz
5054,Kirchleerau,Aargau,Schweiz
5056,Attelwil,Aargau,Schweiz
5057,Reitnau,Aargau,Schweiz
5058,Wiliberg,Aargau,Schweiz
5062,Oberhof,Aargau,Schweiz
5063,Wölflinswil,Aargau,Schweiz
5064,Wittnau,Aargau,Schweiz
5070,Frick,Aargau,Schweiz
5072,Oeschgen,Aargau,Schweiz
5073,Gipf-Oberfrick,Aargau,Schweiz
5074,Eiken,Aargau,Schweiz
5075,Hornussen,Aargau,Schweiz
5076,Bözen,Aargau,Schweiz
5077,Elfingen,Aargau,Schweiz
5078,Effingen,Aargau,Schweiz
5079,Zeihen,Aargau,Schweiz
5080,Laufenburg,Aargau,Schweiz
5082,Kaisten,Aargau,Schweiz
5083,Ittenthal,Aargau,Schweiz
5084,Rheinsulz,Aargau,Schweiz
5085,Sulz AG,Aargau,Schweiz
5102,Rupperswil,Aargau,Schweiz
5103,Wildegg,Aargau,Schweiz
5105,Auenstein,Aargau,Schweiz
5106,Veltheim AG,Aargau,Schweiz
5107,Schinznach Dorf,Aargau,Schweiz
5108,Oberflachs,Aargau,Schweiz
5112,Thalheim AG,Aargau,Schweiz
5113,Holderbank AG,Aargau,Schweiz
5116,Schinznach Bad,Aargau,Schweiz
5200,Brugg AG,Aargau,Schweiz
5210,Windisch,Aargau,Schweiz
5212,Hausen AG,Aargau,Schweiz
5213,Villnachern,Aargau,Schweiz
5222,Umiken,Aargau,Schweiz
5223,Riniken,Aargau,Schweiz
5224,Gallenkirch,Aargau,Schweiz
5225,Oberbözberg,Aargau,Schweiz
5233,Stilli,Aargau,Schweiz
5234,Villigen,Aargau,Schweiz
5235,Rüfenach AG,Aargau,Schweiz
5236,Remigen,Aargau,Schweiz
5237,Mönthal,Aargau,Schweiz
5242,Birr,Aargau,Schweiz
5243,Mülligen,Aargau,Schweiz
5244,Birrhard,Aargau,Schweiz
5245,Habsburg,Aargau,Schweiz
5246,Scherz,Aargau,Schweiz
5272,Gansingen,Aargau,Schweiz
5273,Oberhofen AG,Aargau,Schweiz
5274,Mettau,Aargau,Schweiz
5275,Etzgen,Aargau,Schweiz
5276,Wil AG,Aargau,Schweiz
5277,Hottwil,Aargau,Schweiz
5300,Turgi,Aargau,Schweiz
5301,Siggenthal Station,Aargau,Schweiz
5303,Würenlingen,Aargau,Schweiz
5304,Endingen,Aargau,Schweiz
5305,Unterendingen,Aargau,Schweiz
5306,Tegerfelden,Aargau,Schweiz
5312,Döttingen,Aargau,Schweiz
5313,Klingnau,Aargau,Schweiz
5314,Kleindöttingen,Aargau,Schweiz
5315,Böttstein,Aargau,Schweiz
5316,Felsenau AG,Aargau,Schweiz
5317,Hettenschwil,Aargau,Schweiz
5318,Mandach,Aargau,Schweiz
5322,Koblenz,Aargau,Schweiz
5323,Rietheim,Aargau,Schweiz
5324,Full-Reuenthal,Aargau,Schweiz
5325,Leibstadt,Aargau,Schweiz
5326,Schwaderloch,Aargau,Schweiz
5330,Bad Zurzach,Aargau,Schweiz
5332,Rekingen AG,Aargau,Schweiz
5333,Baldingen,Aargau,Schweiz
5334,Böbikon,Aargau,Schweiz
5400,Baden,Aargau,Schweiz
5404,Baden,Aargau,Schweiz
5405,Dättwil AG,Aargau,Schweiz
5406,Rütihof,Aargau,Schweiz
5408,Ennetbaden,Aargau,Schweiz
5412,Gebenstorf,Aargau,Schweiz
5413,Birmenstorf AG,Aargau,Schweiz
5415,Hertenstein AG,Aargau,Schweiz
5416,Kirchdorf AG,Aargau,Schweiz
5417,Untersiggenthal,Aargau,Schweiz
5420,Ehrendingen,Aargau,Schweiz
5423,Freienwil,Aargau,Schweiz
5425,Schneisingen,Aargau,Schweiz
5426,Lengnau AG,Aargau,Schweiz
5430,Wettingen,Aargau,Schweiz
5432,Neuenhof,Aargau,Schweiz
5436,Würenlos,Aargau,Schweiz
5442,Fislisbach,Aargau,Schweiz
5443,Niederrohrdorf,Aargau,Schweiz
5444,Künten,Aargau,Schweiz
5445,Eggenwil,Aargau,Schweiz
5452,Oberrohrdorf,Aargau,Schweiz
5453,Remetschwil,Aargau,Schweiz
5454,Bellikon,Aargau,Schweiz
5462,Siglistorf,Aargau,Schweiz
5463,Wislikofen,Aargau,Schweiz
5464,Rümikon AG,Aargau,Schweiz
5465,Mellikon,Aargau,Schweiz
5466,Kaiserstuhl AG,Aargau,Schweiz
5467,Fisibach,Aargau,Schweiz
5502,Hunzenschwil,Aargau,Schweiz
5503,Schafisheim,Aargau,Schweiz
5504,Othmarsingen,Aargau,Schweiz
5505,Brunegg,Aargau,Schweiz
5506,Mägenwil,Aargau,Schweiz
5507,Mellingen,Aargau,Schweiz
5512,Wohlenschwil,Aargau,Schweiz
5522,Tägerig,Aargau,Schweiz
5524,Nesselnbach,Aargau,Schweiz
5525,Fischbach-Göslikon,Aargau,Schweiz
5600,Lenzburg,Aargau,Schweiz
5603,Staufen,Aargau,Schweiz
5604,Hendschiken,Aargau,Schweiz
5605,Dottikon,Aargau,Schweiz
5606,Dintikon,Aargau,Schweiz
5607,Hägglingen,Aargau,Schweiz
5608,Stetten AG,Aargau,Schweiz
5610,Wohlen AG,Aargau,Schweiz
5611,Anglikon,Aargau,Schweiz
5612,Villmergen,Aargau,Schweiz
5613,Hilfikon,Aargau,Schweiz
5614,Sarmenstorf,Aargau,Schweiz
5615,Fahrwangen,Aargau,Schweiz
5616,Meisterschwanden,Aargau,Schweiz
5617,Tennwil,Aargau,Schweiz
5618,Bettwil,Aargau,Schweiz
5619,Büttikon AG,Aargau,Schweiz
5620,Bremgarten AG,Aargau,Schweiz
5621,Zufikon,Aargau,Schweiz
5622,Waltenschwil,Aargau,Schweiz
5623,Boswil,Aargau,Schweiz
5624,Waldhäusern AG,Aargau,Schweiz
5625,Kallern,Aargau,Schweiz
5626,Hermetschwil-Staffeln,Aargau,Schweiz
5627,Besenbüren,Aargau,Schweiz
5628,Aristau,Aargau,Schweiz
5630,Muri AG,Aargau,Schweiz
5632,Buttwil,Aargau,Schweiz
5634,Merenschwand,Aargau,Schweiz
5636,Benzenschwil,Aargau,Schweiz
5637,Geltwil,Aargau,Schweiz
5642,Mühlau,Aargau,Schweiz
5643,Alikon,Aargau,Schweiz
5644,Auw,Aargau,Schweiz
5645,Aettenschwil,Aargau,Schweiz
5646,Abtwil AG,Aargau,Schweiz
5647,Oberrüti,Aargau,Schweiz
5702,Niederlenz,Aargau,Schweiz
5703,Seon,Aargau,Schweiz
5704,Egliswil,Aargau,Schweiz
5705,Hallwil,Aargau,Schweiz
5706,Boniswil,Aargau,Schweiz
5707,Seengen,Aargau,Schweiz
5708,Birrwil,Aargau,Schweiz
5712,Beinwil am See,Aargau,Schweiz
5722,Gränichen,Aargau,Schweiz
5723,Teufenthal AG,Aargau,Schweiz
5724,Dürrenäsch,Aargau,Schweiz
5725,Leutwil,Aargau,Schweiz
5726,Unterkulm,Aargau,Schweiz
5727,Oberkulm,Aargau,Schweiz
5728,Gontenschwil,Aargau,Schweiz
5732,Zetzwil,Aargau,Schweiz
5733,Leimbach AG,Aargau,Schweiz
5734,Reinach AG,Aargau,Schweiz
5735,Pfeffikon LU,Luzern,Schweiz
5736,Burg AG,Aargau,Schweiz
5737,Menziken,Aargau,Schweiz
5742,Kölliken,Aargau,Schweiz
5745,Safenwil,Aargau,Schweiz
5746,Walterswil SO,Solothurn,Schweiz
6000,Luzern,Luzern,Schweiz
6003,Luzern,Luzern,Schweiz
6004,Luzern,Luzern,Schweiz
6005,Luzern,Luzern,Schweiz
6006,Luzern,Luzern,Schweiz
6010,Kriens,Luzern,Schweiz
6012,Obernau,Luzern,Schweiz
6013,Eigenthal,Luzern,Schweiz
6014,Luzern,Luzern,Schweiz
6015,Luzern,Luzern,Schweiz
6016,Hellbühl,Luzern,Schweiz
6017,Ruswil,Luzern,Schweiz
6018,Buttisholz,Luzern,Schweiz
6019,Sigigen,Luzern,Schweiz
6020,Emmenbrücke,Luzern,Schweiz
6022,Grosswangen,Luzern,Schweiz
6023,Rothenburg,Luzern,Schweiz
6024,Hildisrieden,Luzern,Schweiz
6025,Neudorf,Luzern,Schweiz
6026,Rain,Luzern,Schweiz
6027,Römerswil LU,Luzern,Schweiz
6028,Herlisberg,Luzern,Schweiz
6030,Ebikon,Luzern,Schweiz
6032,Emmen,Luzern,Schweiz
6033,Buchrain,Luzern,Schweiz
6034,Inwil,Luzern,Schweiz
6035,Perlen,Luzern,Schweiz
6036,Dierikon,Luzern,Schweiz
6037,Root,Luzern,Schweiz
6038,Gisikon,Luzern,Schweiz
6039,Root Längenbold,Luzern,Schweiz
6042,Dietwil,Aargau,Schweiz
6043,Adligenswil,Luzern,Schweiz
6044,Udligenswil,Luzern,Schweiz
6045,Meggen,Luzern,Schweiz
6047,Kastanienbaum,Luzern,Schweiz
6048,Horw,Luzern,Schweiz
6052,Hergiswil NW,Nidwalden,Schweiz
6053,Alpnachstad,Obwalden,Schweiz
6055,Alpnach Dorf,Obwalden,Schweiz
6056,Kägiswil,Obwalden,Schweiz
6060,Sarnen,Obwalden,Schweiz
6062,Wilen (Sarnen),Obwalden,Schweiz
6063,Stalden (Sarnen),Obwalden,Schweiz
6064,Kerns,Obwalden,Schweiz
6066,St. Niklausen OW,Obwalden,Schweiz
6067,Melchtal,Obwalden,Schweiz
6068,Melchsee-Frutt,Obwalden,Schweiz
6072,Sachseln,Obwalden,Schweiz
6073,Flüeli-Ranft,Obwalden,Schweiz
6074,Giswil,Obwalden,Schweiz
6078,Bürglen OW,Obwalden,Schweiz
6083,Hasliberg Hohfluh,Bern,Schweiz
6084,Hasliberg Wasserwendi,Bern,Schweiz
6085,Hasliberg Goldern,Bern,Schweiz
6086,Hasliberg Reuti,Bern,Schweiz
6102,Malters,Luzern,Schweiz
6103,Schwarzenberg LU,Luzern,Schweiz
6105,Schachen LU,Luzern,Schweiz
6106,Werthenstein,Luzern,Schweiz
6110,Fontannen b. Wolhusen,Luzern,Schweiz
6112,Doppleschwand,Luzern,Schweiz
6113,Romoos,Luzern,Schweiz
6114,Steinhuserberg,Luzern,Schweiz
6122,Menznau,Luzern,Schweiz
6123,Geiss,Luzern,Schweiz
6125,Menzberg,Luzern,Schweiz
6126,Daiwil,Luzern,Schweiz
6130,Willisau,Luzern,Schweiz
6132,Rohrmatt,Luzern,Schweiz
6133,Hergiswil b. Willisau,Luzern,Schweiz
6142,Gettnau,Luzern,Schweiz
6143,Ohmstal,Luzern,Schweiz
6144,Zell LU,Luzern,Schweiz
6145,Fischbach LU,Luzern,Schweiz
6146,Grossdietwil,Luzern,Schweiz
6147,Altbüron,Luzern,Schweiz
6152,Hüswil,Luzern,Schweiz
6153,Ufhusen,Luzern,Schweiz
6154,Hofstatt,Luzern,Schweiz
6156,Luthern Bad,Luzern,Schweiz
6162,Rengg,Luzern,Schweiz
6163,Ebnet,Luzern,Schweiz
6166,Hasle LU,Luzern,Schweiz
6167,Bramboden,Luzern,Schweiz
6170,Schüpfheim,Luzern,Schweiz
6173,Flühli LU,Luzern,Schweiz
6174,Sörenberg,Luzern,Schweiz
6182,Escholzmatt,Luzern,Schweiz
6192,Wiggen,Luzern,Schweiz
6196,Marbach LU,Luzern,Schweiz
6197,Schangnau,Bern,Schweiz
6203,Sempach Station,Luzern,Schweiz
6204,Sempach,Luzern,Schweiz
6205,Eich,Luzern,Schweiz
6206,Neuenkirch,Luzern,Schweiz
6207,Nottwil,Luzern,Schweiz
6208,Oberkirch LU,Luzern,Schweiz
6210,Sursee,Luzern,Schweiz
6211,Buchs LU,Luzern,Schweiz
6212,Kaltbach,Luzern,Schweiz
6213,Knutwil,Luzern,Schweiz
6214,Schenkon,Luzern,Schweiz
6215,Schwarzenbach Beromünster,Luzern,Schweiz
6216,Mauensee,Luzern,Schweiz
6217,Kottwil,Luzern,Schweiz
6218,Ettiswil,Luzern,Schweiz
6221,Rickenbach LU,Luzern,Schweiz
6222,Gunzwil,Luzern,Schweiz
6231,Schlierbach,Luzern,Schweiz
6232,Geuensee,Luzern,Schweiz
6233,Büron,Luzern,Schweiz
6234,Kulmerau,Luzern,Schweiz
6235,Winikon,Luzern,Schweiz
6236,Wilihof,Luzern,Schweiz
6242,Wauwil,Luzern,Schweiz
6243,Egolzwil,Luzern,Schweiz
6244,Nebikon,Luzern,Schweiz
6245,Ebersecken,Luzern,Schweiz
6246,Altishofen,Luzern,Schweiz
6247,Schötz,Luzern,Schweiz
6248,Alberswil,Luzern,Schweiz
6252,Dagmersellen,Luzern,Schweiz
6253,Uffikon,Luzern,Schweiz
6260,Reidermoos,Luzern,Schweiz
6262,Langnau b. Reiden,Luzern,Schweiz
6263,Richenthal,Luzern,Schweiz
6264,Pfaffnau,Luzern,Schweiz
6265,Roggliswil,Luzern,Schweiz
6274,Eschenbach LU,Luzern,Schweiz
6275,Ballwil,Luzern,Schweiz
6276,Hohenrain,Luzern,Schweiz
6277,Kleinwangen,Luzern,Schweiz
6280,Hochdorf,Luzern,Schweiz
6283,Baldegg,Luzern,Schweiz
6284,Sulz LU,Luzern,Schweiz
6285,Retschwil,Luzern,Schweiz
6286,Altwis,Luzern,Schweiz
6287,Aesch LU,Luzern,Schweiz
6288,Schongau,Luzern,Schweiz
6289,Müswangen,Luzern,Schweiz
6294,Ermensee,Luzern,Schweiz
6295,Mosen,Luzern,Schweiz
6300,Zug,Zug,Schweiz
6312,Steinhausen,Zug,Schweiz
6313,Edlibach,Zug,Schweiz
6314,Neuägeri,Zug,Schweiz
6315,Morgarten,Zug,Schweiz
6317,Oberwil b. Zug,Zug,Schweiz
6318,Walchwil,Zug,Schweiz
6319,Allenwinden,Zug,Schweiz
6330,Cham,Zug,Schweiz
6331,Hünenberg,Zug,Schweiz
6332,Hagendorn,Zug,Schweiz
6333,Hünenberg See,Zug,Schweiz
6340,Baar,Zug,Schweiz
6343,Buonas,Zug,Schweiz
6344,Meierskappel,Luzern,Schweiz
6345,Neuheim,Zug,Schweiz
6353,Weggis,Luzern,Schweiz
6354,Vitznau,Luzern,Schweiz
6356,Rigi Kaltbad,Luzern,Schweiz
6362,Stansstad,Nidwalden,Schweiz
6363,Obbürgen,Nidwalden,Schweiz
6365,Kehrsiten,Nidwalden,Schweiz
6370,Stans,Nidwalden,Schweiz
6372,Ennetmoos,Nidwalden,Schweiz
6373,Ennetbürgen,Nidwalden,Schweiz
6374,Buochs,Nidwalden,Schweiz
6375,Beckenried,Nidwalden,Schweiz
6376,Emmetten,Nidwalden,Schweiz
6377,Seelisberg,Uri,Schweiz
6382,Büren NW,Nidwalden,Schweiz
6383,Niederrickenbach,Nidwalden,Schweiz
6386,Wolfenschiessen,Nidwalden,Schweiz
6387,Oberrickenbach,Nidwalden,Schweiz
6388,Grafenort,Obwalden,Schweiz
6390,Engelberg,Obwalden,Schweiz
6402,Merlischachen,Schwyz,Schweiz
6403,Küssnacht am Rigi,Schwyz,Schweiz
6404,Greppen,Luzern,Schweiz
6405,Immensee,Schwyz,Schweiz
6410,Rigi Klösterli,Schwyz,Schweiz
6414,Oberarth,Schwyz,Schweiz
6415,Arth,Schwyz,Schweiz
6416,Steinerberg,Schwyz,Schweiz
6417,Sattel,Schwyz,Schweiz
6418,Rothenthurm,Schwyz,Schweiz
6422,Steinen,Schwyz,Schweiz
